export_timestamp,inverter_id,energy_kwh,reactive_power_kvar,curtailment_flag,tariff_rate,revenue_usd,power_factor,frequency_hz
2025-04-01 00:00:00,INV-01,0.0,0.0,False,0.0549,0.0,0.95,50.0152
2025-04-01 00:30:00,INV-01,0.0,0.0,False,0.0468,0.0,0.9961,50.0256
2025-04-01 01:00:00,INV-01,0.0,0.0,False,0.0419,0.0,0.9786,50.0155
2025-04-01 01:30:00,INV-01,0.0,0.0,False,0.0484,0.0,0.9679,50.0173
2025-04-01 02:00:00,INV-01,0.0,0.0,False,0.0597,0.0,0.9325,49.9584
2025-04-01 02:30:00,INV-01,0.0,0.0,False,0.0761,0.0,0.9325,49.9939
2025-04-01 03:00:00,INV-01,0.0,0.0,False,0.0526,0.0,0.9246,50.0193
2025-04-01 03:30:00,INV-01,0.0,0.0,False,0.0655,0.0,0.9893,49.9766
2025-04-01 04:00:00,INV-01,0.0,0.0,False,0.0539,0.0,0.9681,50.0018
2025-04-01 04:30:00,INV-01,0.0,0.0,False,0.0462,0.0,0.9766,50.0104
2025-04-01 05:00:00,INV-01,0.0,0.0,False,0.0688,0.0,0.9216,50.0089
2025-04-01 05:30:00,INV-01,0.0,0.0,False,0.0542,0.0,0.9976,50.0074
2025-04-01 06:00:00,INV-01,4.1163,0.0328,False,0.0476,0.1959,0.9866,50.012
2025-04-01 06:30:00,INV-01,8.0727,1.0712,False,0.0612,0.494,0.937,50.0036
2025-04-01 07:00:00,INV-01,6.1894,0.3066,False,0.0737,0.4562,0.9345,49.9707
2025-04-01 07:30:00,INV-01,15.0962,1.6238,False,0.0484,0.7307,0.9347,50.0101
2025-04-01 08:00:00,INV-01,22.3941,-0.2595,False,0.0579,1.2966,0.9443,50.0057
2025-04-01 08:30:00,INV-01,25.7039,-0.2709,False,0.0609,1.5654,0.962,49.971
2025-04-01 09:00:00,INV-01,43.2345,0.8946,False,0.1388,6.001,0.9546,50.0276
2025-04-01 09:30:00,INV-01,39.3941,1.4794,False,0.1231,4.8494,0.9433,50.0107
2025-04-01 10:00:00,INV-01,40.4054,2.7098,False,0.1365,5.5153,0.9689,49.9724
2025-04-01 10:30:00,INV-01,39.6391,5.8401,False,0.1276,5.0579,0.9312,49.9837
2025-04-01 11:00:00,INV-01,42.5962,0.4823,False,0.1451,6.1807,0.9434,49.9887
2025-04-01 11:30:00,INV-01,11.0116,1.2628,True,0.1421,1.5647,0.9493,49.9887
2025-04-01 12:00:00,INV-01,55.0448,7.328,False,0.1357,7.4696,0.9565,50.0059
2025-04-01 12:30:00,INV-01,42.8377,4.3712,False,0.145,6.2115,0.9828,49.9805
2025-04-01 13:00:00,INV-01,34.0962,4.6311,False,0.1376,4.6916,0.936,50.0226
2025-04-01 13:30:00,INV-01,39.7709,-0.4634,False,0.1475,5.8662,0.9611,50.0209
2025-04-01 14:00:00,INV-01,50.5767,-2.2299,False,0.1212,6.1299,0.9674,50.0124
2025-04-01 14:30:00,INV-01,40.8509,3.4002,False,0.1332,5.4413,0.9237,50.0009
2025-04-01 15:00:00,INV-01,27.9091,-1.2231,False,0.1245,3.4747,0.9686,50.0187
2025-04-01 15:30:00,INV-01,27.7416,-1.3328,False,0.1462,4.0558,0.9336,49.9945
2025-04-01 16:00:00,INV-01,23.5559,-0.6415,False,0.1924,4.5321,0.9252,49.9855
2025-04-01 16:30:00,INV-01,18.9914,-0.3227,False,0.1939,3.6824,0.9959,50.0238
2025-04-01 17:00:00,INV-01,13.8415,-0.2344,False,0.2488,3.4438,0.9973,50.0064
2025-04-01 17:30:00,INV-01,10.6265,-0.1297,False,0.2442,2.595,0.9847,49.9863
2025-04-01 18:00:00,INV-01,4.8267,0.5632,False,0.2481,1.1975,0.9444,49.9916
2025-04-01 18:30:00,INV-01,0.0,0.0,False,0.1852,0.0,0.9278,49.9853
2025-04-01 19:00:00,INV-01,0.0,0.0,False,0.2388,0.0,0.9747,50.0404
2025-04-01 19:30:00,INV-01,0.0,0.0,False,0.2471,0.0,0.9552,50.0001
2025-04-01 20:00:00,INV-01,0.0,0.0,False,0.2024,0.0,0.9298,50.0032
2025-04-01 20:30:00,INV-01,0.0,0.0,False,0.2263,0.0,0.9596,50.0144
2025-04-01 21:00:00,INV-01,0.0,0.0,False,0.0619,0.0,0.9228,49.9757
2025-04-01 21:30:00,INV-01,0.0,0.0,False,0.0735,0.0,0.9927,50.0219
2025-04-01 22:00:00,INV-01,0.0,0.0,False,0.0614,0.0,0.9407,49.9878
2025-04-01 22:30:00,INV-01,0.0,0.0,False,0.058,0.0,0.973,50.0366
2025-04-01 23:00:00,INV-01,0.0,0.0,False,0.0607,0.0,0.9449,49.9937
2025-04-01 23:30:00,INV-01,0.0,0.0,False,0.0637,0.0,0.9616,50.0208
2025-04-02 00:00:00,INV-01,0.0,0.0,False,0.0726,0.0,0.9637,49.9501
2025-04-02 00:30:00,INV-01,0.0,0.0,False,0.0752,0.0,0.9348,49.9765
2025-04-02 01:00:00,INV-01,-9999.0,-9999.0,False,0.0615,0.0,0.9976,49.9941
2025-04-02 01:30:00,INV-01,0.0,0.0,False,0.0653,0.0,0.982,49.9594
2025-04-02 02:00:00,INV-01,0.0,0.0,False,0.0679,0.0,0.9952,50.012
2025-04-02 02:30:00,INV-01,0.0,0.0,False,0.0657,0.0,0.9916,50.0063
2025-04-02 03:00:00,INV-01,0.0,0.0,False,0.0695,0.0,0.9678,49.9802
2025-04-02 03:30:00,INV-01,0.0,0.0,False,0.0715,0.0,0.9937,49.9997
2025-04-02 04:00:00,INV-01,0.0,0.0,False,0.0622,0.0,0.9271,50.0161
2025-04-02 04:30:00,INV-01,0.0,0.0,False,0.0404,0.0,0.9357,49.9579
2025-04-02 05:00:00,INV-01,0.0,0.0,False,0.0441,0.0,0.9236,49.9745
2025-04-02 05:30:00,INV-01,0.0,0.0,False,0.0621,0.0,0.946,49.9933
2025-04-02 06:00:00,INV-01,1.8263,-0.0117,False,0.0526,0.0961,0.9511,50.0005
2025-04-02 06:30:00,INV-01,13.192,-0.4479,False,0.0434,0.5725,0.9417,49.9988
2025-04-02 07:00:00,INV-01,19.6261,-0.9585,False,0.0647,1.2698,0.9863,50.0178
2025-04-02 07:30:00,INV-01,15.7256,0.6911,False,0.0554,0.8712,0.9485,50.0095
2025-04-02 08:00:00,INV-01,17.4063,1.9849,False,0.0796,1.3855,0.9425,50.0139
2025-04-02 08:30:00,INV-01,25.7918,1.3661,False,0.079,2.0375,0.9634,49.9722
2025-04-02 09:00:00,INV-01,21.8137,1.4404,False,0.1215,2.6504,0.9313,50.0029
2025-04-02 09:30:00,INV-01,46.2771,-0.2802,False,0.1258,5.8217,0.9842,49.9939
2025-04-02 10:00:00,INV-01,12.4524,1.4363,True,0.131,1.6313,0.926,50.0292
2025-04-02 10:30:00,INV-01,50.8194,0.8128,False,0.1423,7.2316,0.999,50.0035
2025-04-02 11:00:00,INV-01,39.9918,4.8816,False,0.1358,5.4309,0.9818,49.9866
2025-04-02 11:30:00,INV-01,31.7157,3.6405,False,0.1304,4.1357,0.9359,50.0171
2025-04-02 12:00:00,INV-01,42.9285,3.7313,False,0.1224,5.2545,0.9204,50.0113
2025-04-02 12:30:00,INV-01,37.6263,4.1357,False,0.1252,4.7108,0.9852,49.9836
2025-04-02 13:00:00,INV-01,43.3831,1.0745,False,0.1443,6.2602,0.9765,49.993
2025-04-02 13:30:00,INV-01,24.9184,2.6401,False,0.1364,3.3989,0.9783,49.9934
2025-04-02 14:00:00,INV-01,36.5871,1.1658,False,0.1361,4.9795,0.9817,50.0245
2025-04-02 14:30:00,INV-01,35.6744,2.9322,False,0.1291,4.6056,0.9259,50.0041
2025-04-02 15:00:00,INV-01,33.531,2.5766,False,0.1376,4.6139,0.9487,50.0145
2025-04-02 15:30:00,INV-01,33.487,-0.857,False,0.1346,4.5073,0.9293,49.9901
2025-04-02 16:00:00,INV-01,16.757,-0.5305,False,0.2383,3.9932,0.989,50.0067
2025-04-02 16:30:00,INV-01,20.1876,-0.9505,False,0.1818,3.6701,0.9699,50.0261
2025-04-02 17:00:00,INV-01,18.4892,0.814,False,0.184,3.402,0.9465,49.9928
2025-04-02 17:30:00,INV-01,11.4103,0.8856,False,0.2083,2.3768,0.9251,50.0023
2025-04-02 18:00:00,INV-01,4.5719,0.3333,False,0.1805,0.8252,0.9449,49.9727
2025-04-02 18:30:00,INV-01,0.0,0.0,False,0.1802,0.0,0.946,49.9847
2025-04-02 19:00:00,INV-01,0.0,0.0,False,0.1843,0.0,0.9784,49.9933
2025-04-02 19:30:00,INV-01,0.0,0.0,False,0.2137,0.0,0.971,49.9788
2025-04-02 20:00:00,INV-01,0.0,0.0,False,0.2138,0.0,0.991,50.0264
2025-04-02 20:30:00,INV-01,0.0,0.0,False,0.2065,0.0,0.9578,49.9832
2025-04-02 21:00:00,INV-01,0.0,0.0,False,0.0434,0.0,0.9296,50.0157
2025-04-02 21:30:00,INV-01,0.0,0.0,False,0.0774,0.0,0.9771,50.0037
2025-04-02 22:00:00,INV-01,0.0,0.0,False,0.0403,0.0,0.9809,50.0006
2025-04-02 22:30:00,INV-01,0.0,0.0,False,0.0661,0.0,0.9649,50.0297
2025-04-02 23:00:00,INV-01,0.0,0.0,False,0.0593,0.0,0.9817,49.9548
2025-04-02 23:30:00,INV-01,0.0,0.0,False,0.0545,0.0,0.9595,49.9961
2025-04-03 00:00:00,INV-01,0.0,0.0,False,0.0476,0.0,0.9618,49.9784
2025-04-03 00:30:00,INV-01,0.0,0.0,False,0.0576,0.0,0.9542,49.9608
2025-04-03 01:00:00,INV-01,0.0,0.0,False,0.0681,0.0,0.922,49.9761
2025-04-03 01:30:00,INV-01,0.0,0.0,False,0.0629,0.0,0.9286,50.0003
2025-04-03 02:00:00,INV-01,0.0,0.0,False,0.0729,0.0,0.9225,49.9855
2025-04-03 02:30:00,INV-01,0.0,0.0,False,0.0658,0.0,0.9709,50.0179
2025-04-03 03:00:00,INV-01,0.0,0.0,False,0.0517,0.0,0.9451,49.9957
2025-04-03 03:30:00,INV-01,0.0,0.0,False,0.0495,0.0,0.9607,49.9935
2025-04-03 04:00:00,INV-01,0.0,0.0,False,0.0753,0.0,0.9926,49.9936
2025-04-03 04:30:00,INV-01,0.0,0.0,False,0.0496,0.0,0.9399,49.998
2025-04-03 05:00:00,INV-01,0.0,0.0,False,0.0613,0.0,0.9528,49.9916
2025-04-03 05:30:00,INV-01,0.0,0.0,False,0.0511,0.0,0.9804,49.983
2025-04-03 06:00:00,INV-01,5.9002,0.3535,False,0.0662,0.3906,0.9383,50.0198
2025-04-03 06:30:00,INV-01,1.5355,0.1797,False,0.0773,0.1187,0.9262,49.9875
